order,playlist_id,track_id,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,11DoDA2VArA10BwgXTCJbY,31AOj9sFz2gM0O3hMARRBx,0.666,0.855,0.0295,0.179,1.2e-06,0.0987,0.803,125.639
1,11DoDA2VArA10BwgXTCJbY,2OErSh4oVVAUll0vHxdr6p,0.401,0.901,0.041,0.0704,0.0,0.538,0.839,134.799
2,11DoDA2VArA10BwgXTCJbY,34iOH7LY3vme5rQxsVILZ4,0.527,0.923,0.0379,0.000541,0.765,0.127,0.899,146.924
3,11DoDA2VArA10BwgXTCJbY,2EEinN4Zk8MUv4OQuLsTBj,0.372,0.91,0.0392,0.00101,0.0944,0.13,0.756,161.964
4,11DoDA2VArA10BwgXTCJbY,1FvDJ9KGxcqwv1utyPL3JZ,0.611,0.846,0.0436,0.00509,0.0,0.0784,0.751,103.912
5,11DoDA2VArA10BwgXTCJbY,5QLHGv0DfpeXLNFo7SFEy1,0.767,0.787,0.0331,0.0163,0.583,0.0513,0.964,126.879
0,7IB9Tcfk1IQQfsiLHcYq0L,1tJRS17TxD5bwdTk8ehP93,0.789,0.449,0.395,0.0624,0.0,0.131,0.301,91.777
1,7IB9Tcfk1IQQfsiLHcYq0L,6DPrhGVJ1WTZvM9fKptnGe,0.708,0.832,0.318,0.02,2.8e-06,0.189,0.618,92.428
2,7IB9Tcfk1IQQfsiLHcYq0L,6jCGzZn0gFeRlbqdaJhw6T,0.433,0.862,0.412,0.193,0.0,0.604,0.722,200.817
3,7IB9Tcfk1IQQfsiLHcYq0L,7G3lxTsMfSx4yarMkfgnTC,0.678,0.794,0.14,0.274,1.68e-06,0.124,0.54,87.374
4,7IB9Tcfk1IQQfsiLHcYq0L,3nDYsXggRQxf7PCNUjR4rz,0.758,0.912,0.349,0.172,1.09e-06,0.149,0.573,87.335
5,7IB9Tcfk1IQQfsiLHcYq0L,3u264XNfOLRYzObcd7MeLL,0.621,0.672,0.308,0.0345,0.0,0.0899,0.514,84.995
6,7IB9Tcfk1IQQfsiLHcYq0L,5ljCWsDlSyJ41kwqym2ORw,0.759,0.678,0.314,0.23,0.0,0.15,0.327,89.64
7,7IB9Tcfk1IQQfsiLHcYq0L,206QiQ5OnKTZE3cnuMYu3H,0.806,0.686,0.154,0.248,0.0,0.0613,0.632,84.011
8,7IB9Tcfk1IQQfsiLHcYq0L,6l3b8BOBDRDM1ne9fpOygz,0.877,0.781,0.0631,0.0437,0.0,0.0875,0.873,89.683
9,7IB9Tcfk1IQQfsiLHcYq0L,0PV1TFUMTBrDETzW6KQulB,0.59,0.672,0.412,0.125,1.04e-06,0.147,0.688,206.247
0,2KB1C76sp6J477HzgEM3zq,2WOjLF83vqjit2Zh4B69V3,0.6,0.243,0.0366,0.89,0.0022,0.249,0.468,110.535
1,2KB1C76sp6J477HzgEM3zq,0dfdXhBg11XA16XgAEtFcN,0.53,0.257,0.0332,0.913,0.0299,0.11,0.499,95.538
2,2KB1C76sp6J477HzgEM3zq,16XeptMdlJTWWeIrwEAOvv,0.702,0.244,0.0355,0.431,0.00867,0.0963,0.444,141.317
3,2KB1C76sp6J477HzgEM3zq,6VltRkmJbCTqgKrTHk4Ulw,0.502,0.4,0.0294,0.856,0.000375,0.333,0.435,127.182
4,2KB1C76sp6J477HzgEM3zq,47KDDZgFiX1w6RFOuLXsSn,0.564,0.354,0.0334,0.73,3.43e-06,0.208,0.423,98.075
5,2KB1C76sp6J477HzgEM3zq,2U2zfWWmmrdm3rld8CVwIZ,0.584,0.275,0.0292,0.795,5.01e-05,0.0924,0.266,103.088
6,2KB1C76sp6J477HzgEM3zq,1rk9eGO7AkPX1oafUuOnGs,0.524,0.446,0.0275,0.688,0.000745,0.101,0.272,97.856
7,2KB1C76sp6J477HzgEM3zq,70gbuMqwNBE2Y5rkQJE9By,0.503,0.265,0.0333,0.943,0.045,0.0867,0.522,78.044
8,2KB1C76sp6J477HzgEM3zq,2mEVBiiVvOAYjvzM3OED0T,0.538,0.168,0.0561,0.707,0.0,0.0782,0.225,140.28
9,2KB1C76sp6J477HzgEM3zq,5eVjE8FDSDXQLSbTZSA5Qv,0.514,0.234,0.0328,0.539,0.00254,0.109,0.454,173.644
10,2KB1C76sp6J477HzgEM3zq,5IFFNFylEfKq5FvOuZUTBa,0.656,0.249,0.0286,0.372,0.00224,0.115,0.2,109.081
11,2KB1C76sp6J477HzgEM3zq,19Shlms2uTnOjIUg50TXzd,0.654,0.336,0.0379,0.858,0.385,0.0786,0.947,176.083
12,2KB1C76sp6J477HzgEM3zq,1OE5l6sedVcIFELMuxQOPI,0.604,0.411,0.034,0.427,5.74e-05,0.602,0.675,126.637
13,2KB1C76sp6J477HzgEM3zq,6QHYEZlm9wyfXfEM1vSu1P,0.615,0.114,0.0357,0.926,4e-06,0.166,0.401,101.189
14,2KB1C76sp6J477HzgEM3zq,4JwjzS9WFkWlpzGCwh82fn,0.648,0.525,0.0241,0.466,1.5e-06,0.165,0.724,98.131
0,47JFKDfrdsdmQ5yQP84jN8,7fJvlmnfsJZTdcHhqT5UH2,0.891,0.686,0.0554,0.174,0.0471,0.0553,0.915,115.619
1,47JFKDfrdsdmQ5yQP84jN8,1lfVeoMZZimh0jf8rYUeJU,0.75,0.711,0.0641,0.526,0.000653,0.0282,0.961,105.636
2,47JFKDfrdsdmQ5yQP84jN8,7d3cKDG22Ig9kZOS1qsq3S,0.823,0.8,0.0418,0.614,0.0,0.0935,0.97,126.315
3,47JFKDfrdsdmQ5yQP84jN8,6Z5wWOqBfk4G3bP1KF2Vbj,0.784,0.626,0.0572,0.0425,0.703,0.0645,0.952,136.886
4,47JFKDfrdsdmQ5yQP84jN8,3qI94hINNNeb4S7xQi18lS,0.774,0.641,0.0799,0.0765,0.0,0.0867,0.875,113.256
5,47JFKDfrdsdmQ5yQP84jN8,7qK3JFriCqLorQivsJYG2X,0.703,0.831,0.0349,0.0328,0.00839,0.218,0.949,103.573
6,47JFKDfrdsdmQ5yQP84jN8,6ztstiyZL6FXzh4aG46ZPD,0.802,0.756,0.0349,0.0843,0.00765,0.0521,0.963,131.715
7,47JFKDfrdsdmQ5yQP84jN8,0zvNHIL7ci0ZzIoWU6RO2u,0.685,0.718,0.0521,0.122,0.0,0.0556,0.958,131.463
8,47JFKDfrdsdmQ5yQP84jN8,6nWcEzyxDozQcmxMoNJtYx,0.41,0.874,0.0907,0.197,0.0,0.0843,0.824,107.08
9,47JFKDfrdsdmQ5yQP84jN8,3WMbD1OyfKuwWDWMNbPQ4g,0.763,0.777,0.0364,0.281,0.79,0.134,0.929,124.431
10,47JFKDfrdsdmQ5yQP84jN8,2STTok5Ot9z3y8QYjETbJB,0.819,0.422,0.105,0.785,4.43e-05,0.0468,0.89,97.737
11,47JFKDfrdsdmQ5yQP84jN8,1A0I5aiVZRwecRlbQcweBh,0.681,0.719,0.0248,0.131,1.65e-06,0.113,0.637,125.729
12,47JFKDfrdsdmQ5yQP84jN8,72kmChwnjHu0Gi92YyVAZN,0.604,0.739,0.0384,0.239,2.21e-05,0.117,0.818,151.897
13,47JFKDfrdsdmQ5yQP84jN8,7Jt2a7x7c1Mgm8Y5NQPCqp,0.864,0.918,0.0686,0.18,0.0,0.972,0.77,119.988
14,47JFKDfrdsdmQ5yQP84jN8,7czDlyNEoVpFzh8A4bNSdS,0.713,0.548,0.0455,0.261,0.0,0.197,0.901,144.623
15,47JFKDfrdsdmQ5yQP84jN8,2RIX0zyS3tHqIYsUSpS6jP,0.843,0.419,0.0854,0.793,0.0,0.0612,0.818,122.489
16,47JFKDfrdsdmQ5yQP84jN8,5Su5ILFp6U83cnIXwfmlC5,0.668,0.897,0.0418,0.626,0.229,0.0932,0.955,121.855
17,47JFKDfrdsdmQ5yQP84jN8,0Z8yLnJiAd1p4wdDpPZgEH,0.465,0.203,0.0311,0.883,0.000132,0.133,0.462,135.151
18,47JFKDfrdsdmQ5yQP84jN8,62FgmkaAc47fWDWW24NGWK,0.628,0.783,0.0385,0.471,0.0,0.0922,0.897,140.475
19,47JFKDfrdsdmQ5yQP84jN8,39q7xibBdRboeMKUbZEB6g,0.255,0.43,0.0322,0.546,1.87e-05,0.188,0.546,164.267
20,47JFKDfrdsdmQ5yQP84jN8,3xdjjKMcMOFgo1eQrfbogM,0.537,0.66,0.0296,0.455,0.0,0.135,0.574,148.096
21,47JFKDfrdsdmQ5yQP84jN8,0GMp0078d3th6WGvk8Wbgk,0.463,0.321,0.0319,0.856,0.0,0.274,0.559,118.433
22,47JFKDfrdsdmQ5yQP84jN8,6MYDgkfu34kRRIdMfleVCV,0.599,0.198,0.0314,0.95,0.0,0.185,0.329,117.749
23,47JFKDfrdsdmQ5yQP84jN8,3zBhihYUHBmGd2bcQIobrF,0.769,0.367,0.0312,0.684,1.62e-05,0.081,0.535,103.621
24,47JFKDfrdsdmQ5yQP84jN8,0P6TTXbSLGrSoTNMz5kvB7,0.616,0.577,0.0407,0.535,0.0,0.0808,0.592,145.863
25,47JFKDfrdsdmQ5yQP84jN8,6m6YULH2DyGsHYSMNC8jBZ,0.711,0.563,0.0368,0.551,1.37e-06,0.203,0.735,107.303
26,47JFKDfrdsdmQ5yQP84jN8,3D8dwH690MXQRhtIZTSS9c,0.406,0.188,0.0324,0.852,0.0,0.105,0.629,120.757
27,47JFKDfrdsdmQ5yQP84jN8,1NmT81xi5gL7xAAtde3EYi,0.767,0.306,0.0544,0.495,0.0,0.158,0.533,132.91
28,47JFKDfrdsdmQ5yQP84jN8,2KzXbPjynnM6bQp7pED31I,0.521,0.391,0.403,0.676,0.0,0.73,0.605,120.873
29,47JFKDfrdsdmQ5yQP84jN8,1fDsrQ23eTAVFElUMaf38X,0.531,0.481,0.06,0.699,0.0,0.0842,0.491,138.45
30,47JFKDfrdsdmQ5yQP84jN8,3yrSvpt2l1xhsV9Em88Pul,0.491,0.583,0.0376,0.185,0.0,0.406,0.908,150.566
31,47JFKDfrdsdmQ5yQP84jN8,2ULL3VZf4WwBKO4vjwT7Bg,0.567,0.745,0.0264,0.402,0.0,0.0873,0.903,125.575
32,47JFKDfrdsdmQ5yQP84jN8,0FOFxgnf3h54XDTI7IdkHD,0.359,0.0627,0.0385,0.955,0.00161,0.156,0.242,181.496
33,47JFKDfrdsdmQ5yQP84jN8,24dYJMPdnXXoHEu50MwRVN,0.596,0.142,0.0867,0.962,1.71e-05,0.093,0.695,144.424
34,47JFKDfrdsdmQ5yQP84jN8,1qRA5BS78u3gME0loMl9AA,0.653,0.519,0.0497,0.406,0.0209,0.101,0.822,98.883
35,47JFKDfrdsdmQ5yQP84jN8,34W4NjAmgEmHPzXjzMISND,0.676,0.166,0.0296,0.919,0.000107,0.134,0.339,109.35
36,47JFKDfrdsdmQ5yQP84jN8,18GiV1BaXzPVYpp9rmOg0E,0.38,0.0993,0.0509,0.914,2.32e-05,0.0605,0.44,174.874
37,47JFKDfrdsdmQ5yQP84jN8,6jog1hKaZZEuiOV2bhiRXX,0.613,0.247,0.0312,0.862,1.45e-05,0.247,0.635,83.804
38,47JFKDfrdsdmQ5yQP84jN8,6kPxXhjSvy8RsmZBAJUiFs,0.512,0.426,0.0449,0.109,0.00225,0.764,0.7,132.495
39,47JFKDfrdsdmQ5yQP84jN8,7raciFPVU5VuHmqVbw2c1h,0.581,0.143,0.0401,0.65,0.0,0.104,0.469,144.605
40,47JFKDfrdsdmQ5yQP84jN8,6f4TUUHjfRjYkyrM5KSoJ4,0.471,0.387,0.0316,0.269,0.0,0.337,0.512,89.692
41,47JFKDfrdsdmQ5yQP84jN8,1NpcXmiVJpDsdaOEejWgTC,0.63,0.937,0.0372,0.39,2.16e-06,0.103,0.834,148.826
42,47JFKDfrdsdmQ5yQP84jN8,7wliemSUQ2bYbNwMC2UmxZ,0.611,0.269,0.0321,0.771,0.0,0.15,0.563,120.242
43,47JFKDfrdsdmQ5yQP84jN8,3cfOd4CMv2snFaKAnMdnvK,0.731,0.867,0.032,0.0395,0.0,0.0861,0.776,104.019
44,47JFKDfrdsdmQ5yQP84jN8,33yAEqzKXexYM3WlOYtTfQ,0.613,0.962,0.278,0.034,0.0,0.824,0.496,113.015
45,47JFKDfrdsdmQ5yQP84jN8,5YScXJKtefsgdskIy60N7A,0.263,0.871,0.131,0.106,0.0,0.363,0.622,206.68
46,47JFKDfrdsdmQ5yQP84jN8,6oMZhY0f1ReI6AJDDYfuSb,0.436,0.0695,0.0298,0.858,0.0,0.107,0.255,97.128
47,47JFKDfrdsdmQ5yQP84jN8,646dt0N2rvTEoyuI3tLBFN,0.418,0.117,0.0373,0.971,0.000569,0.101,0.168,99.395
48,47JFKDfrdsdmQ5yQP84jN8,2WOjLF83vqjit2Zh4B69V3,0.6,0.243,0.0366,0.89,0.0022,0.249,0.468,110.535
0,1BCrhGFWovLbzkCOQcHeh0,4nlvKIIetOWGIMyhjQXgOZ,0.56,0.865,0.0909,0.255,0.000153,0.083,0.424,159.96
1,1BCrhGFWovLbzkCOQcHeh0,5tkR9JkBj3Ueeo8W4k8IZD,0.818,0.461,0.292,0.598,0.000135,0.108,0.532,88.006
2,1BCrhGFWovLbzkCOQcHeh0,3k5oLgungD1dSOGLqQdIQw,0.632,0.636,0.035,0.0352,0.158,0.0997,0.616,111.551
3,1BCrhGFWovLbzkCOQcHeh0,4ZFHITy0bAeZ3oFfvR0HaI,0.688,0.771,0.0291,0.056,0.000106,0.0561,0.481,100.01
4,1BCrhGFWovLbzkCOQcHeh0,3sLMVqNdjZmkwdxApcHvv3,0.681,0.826,0.0495,0.145,0.003,0.656,0.742,96.921
5,1BCrhGFWovLbzkCOQcHeh0,0Epl79nHvdyTdZRAiWpJah,0.608,0.544,0.0474,0.15,0.00062,0.146,0.381,68.861
6,1BCrhGFWovLbzkCOQcHeh0,6zWU7YALeEDMcPGhKKZJhV,0.567,0.593,0.288,0.117,1.32e-06,0.248,0.358,88.545
7,1BCrhGFWovLbzkCOQcHeh0,2jAn0rAOyLW6hIEuIDNcoT,0.874,0.45,0.0685,0.0798,9.11e-05,0.0722,0.619,94.861
8,1BCrhGFWovLbzkCOQcHeh0,7e0j6jReCfN5KJkDNLHyHQ,0.775,0.571,0.0342,0.0291,0.0882,0.0941,0.379,97.491
9,1BCrhGFWovLbzkCOQcHeh0,4yMT3mbUsiukLDRqPfQ9rN,0.838,0.432,0.228,0.562,0.363,0.0987,0.127,99.978
10,1BCrhGFWovLbzkCOQcHeh0,3NRql0A1Ef4RCvT473iqgD,0.584,0.684,0.567,0.312,9.05e-05,0.112,0.72,210.164
11,1BCrhGFWovLbzkCOQcHeh0,18NiQTTgXClfhnYMPKUJZT,0.622,0.576,0.0275,0.373,0.0248,0.0797,0.732,133.025
12,1BCrhGFWovLbzkCOQcHeh0,3kBofOTKMUZ62a311eUwvx,0.662,0.297,0.0301,0.888,0.108,0.119,0.434,94.023
13,1BCrhGFWovLbzkCOQcHeh0,4HfLQJtVT1KiX1eVedDyTm,0.847,0.386,0.0507,0.411,0.00176,0.108,0.178,104.001
14,1BCrhGFWovLbzkCOQcHeh0,02CygBCQOIyEuhNZqHHcNx,0.802,0.607,0.289,0.205,0.000748,0.246,0.274,96.916
15,1BCrhGFWovLbzkCOQcHeh0,5MChi9fdCbTIWDJPPUuuW6,0.944,0.514,0.195,0.0684,0.00209,0.103,0.331,120.004
16,1BCrhGFWovLbzkCOQcHeh0,7BY005dacJkbO6EPiOh2wb,0.295,0.584,0.0345,0.000385,0.218,0.0996,0.228,117.2
17,1BCrhGFWovLbzkCOQcHeh0,2Xb6wJYGi0QXwURw5WWvI5,0.783,0.322,0.0343,0.213,0.00243,0.114,0.77,128.226
18,1BCrhGFWovLbzkCOQcHeh0,6DjKJgwe9c90Bd2iya0fre,0.737,0.789,0.3,0.0701,0.000933,0.0518,0.891,141.969
19,1BCrhGFWovLbzkCOQcHeh0,5p3JunprHCxClJjOmcLV8G,0.575,0.318,0.109,0.683,0.000202,0.0934,0.385,104.522
20,1BCrhGFWovLbzkCOQcHeh0,2wvMC5EyaaYQwBfiwwY2xE,0.505,0.476,0.0711,0.25,0.00915,0.113,0.542,99.31
21,1BCrhGFWovLbzkCOQcHeh0,4PFiLGx8jAzcAJxwPLUeZ9,0.483,0.275,0.0418,0.232,0.0,0.125,0.31,138.063
22,1BCrhGFWovLbzkCOQcHeh0,3EYOJ48Et32uATr9ZmLnAo,0.618,0.748,0.358,0.0384,4.1e-06,0.0473,0.663,134.114
23,1BCrhGFWovLbzkCOQcHeh0,6A6qBFJHid4WutQu6HHEZt,0.87,0.699,0.0459,0.245,6.76e-06,0.0588,0.726,126.967
24,1BCrhGFWovLbzkCOQcHeh0,2x5Frs6ts14U4MSLrQQlXg,0.706,0.483,0.0393,0.547,1.94e-06,0.136,0.663,92.002
25,1BCrhGFWovLbzkCOQcHeh0,6obKvh06VvBZP98oqU6YR7,0.771,0.488,0.047,0.21,0.0431,0.0727,0.568,91.031
26,1BCrhGFWovLbzkCOQcHeh0,05cQimvCSptqONnyYcJEgA,0.665,0.57,0.536,0.196,0.0,0.606,0.742,63.422
27,1BCrhGFWovLbzkCOQcHeh0,7dltD9eEX7X1zk8JJ9BS0e,0.572,0.822,0.361,0.207,0.0,0.359,0.472,94.812
28,1BCrhGFWovLbzkCOQcHeh0,4BcS4LomxUnQpzx4hCaJTs,0.62,0.934,0.0411,0.0201,0.0,0.19,0.887,91.234
29,1BCrhGFWovLbzkCOQcHeh0,10Nmj3JCNoMeBQ87uw5j8k,0.556,0.913,0.0437,0.0193,8.59e-06,0.346,0.73,96.184
30,1BCrhGFWovLbzkCOQcHeh0,51rPRW8NjxZoWPPjnRGzHw,0.704,0.487,0.0604,0.669,8.64e-05,0.111,0.313,121.726
31,1BCrhGFWovLbzkCOQcHeh0,6M6UoxIPn4NOWW0x7JPRfv,0.701,0.815,0.0381,0.0174,0.000627,0.0969,0.671,138.142
32,1BCrhGFWovLbzkCOQcHeh0,3VeuvRWfJLSOzeVPrgi5MR,0.816,0.433,0.177,0.0717,1.42e-05,0.12,0.713,129.852
33,1BCrhGFWovLbzkCOQcHeh0,4NFD9ea0uH0MtoC30yNYE1,0.696,0.65,0.0326,0.00666,0.153,0.14,0.587,91.997
34,1BCrhGFWovLbzkCOQcHeh0,6zfczP87XO2SxWlQtnjFNa,0.638,0.535,0.0415,0.623,0.0391,0.0837,0.504,84.947
35,1BCrhGFWovLbzkCOQcHeh0,44ZKnfWEkp7wPs035j4Tua,0.816,0.492,0.0752,0.431,0.0896,0.0995,0.765,115.989
36,1BCrhGFWovLbzkCOQcHeh0,0AU0VWpaoihPEvxly76JVf,0.832,0.791,0.288,0.144,0.0,0.0702,0.602,95.007
37,1BCrhGFWovLbzkCOQcHeh0,2aibwv5hGXSgw7Yru8IYTO,0.427,0.9,0.0499,0.116,1.75e-05,0.119,0.599,104.655
38,1BCrhGFWovLbzkCOQcHeh0,2hnMS47jN0etwvFPzYk11f,0.682,0.765,0.0395,0.0268,3.42e-05,0.188,0.567,90.807
39,1BCrhGFWovLbzkCOQcHeh0,4KFM3A5QF2IMcc6nHsu3Wp,0.674,0.347,0.0364,0.396,1.05e-05,0.0916,0.647,102.013
40,1BCrhGFWovLbzkCOQcHeh0,0d28khcov6AiegSCpG5TuT,0.818,0.705,0.177,0.00836,0.00233,0.613,0.772,138.559
41,1BCrhGFWovLbzkCOQcHeh0,0dHaY2r27r2hL5Zk4cRg92,0.833,0.664,0.224,0.00904,0.000358,0.0854,0.554,107.034
42,1BCrhGFWovLbzkCOQcHeh0,1gSP2PYlWu3429ySMUjc8s,0.703,0.394,0.0459,0.136,0.0023,0.05,0.825,86.866
43,1BCrhGFWovLbzkCOQcHeh0,2UFtUjo3UebrpxbAFvSdRz,0.709,0.644,0.0356,0.158,0.000299,0.143,0.912,127.286
44,1BCrhGFWovLbzkCOQcHeh0,20OFwXhEXf12DzwXmaV7fj,0.508,0.774,0.0321,0.0586,4.87e-06,0.063,0.942,178.946
45,1BCrhGFWovLbzkCOQcHeh0,2fRXHXLFvYnaYbQwkyadeC,0.755,0.807,0.0784,0.716,1.25e-06,0.245,0.904,114.053
46,1BCrhGFWovLbzkCOQcHeh0,2Jwxs674t5Z2aD4LEvDZsL,0.435,0.885,0.154,0.0592,3.09e-06,0.0629,0.887,95.106
47,1BCrhGFWovLbzkCOQcHeh0,0Psz3az3RIYfJpnsajBT8N,0.685,0.735,0.0334,0.191,0.038,0.188,0.385,94.035
48,1BCrhGFWovLbzkCOQcHeh0,0vFOzaXqZHahrZp6enQwQb,0.468,0.536,0.144,0.024,0.00199,0.269,0.785,126.256
49,1BCrhGFWovLbzkCOQcHeh0,12v5GBM74fB8WsHJPQRTIe,0.552,0.531,0.125,0.656,5.21e-05,0.11,0.324,91.573
50,1BCrhGFWovLbzkCOQcHeh0,0832Tptls5YicHPGgw7ssP,0.786,0.87,0.0316,0.413,0.000494,0.0389,0.864,100.66
51,1BCrhGFWovLbzkCOQcHeh0,5eYwDBLucWfWI5KsV7oYX2,0.402,0.814,0.14,0.0383,1.19e-06,0.266,0.516,170.02
52,1BCrhGFWovLbzkCOQcHeh0,5X76oXHcR5uCXali0gOyX5,0.55,0.576,0.0306,0.178,0.00935,0.0555,0.486,109.837
53,1BCrhGFWovLbzkCOQcHeh0,2aoo2jlRnM3A0NyLQqMN2f,0.438,0.805,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253
54,1BCrhGFWovLbzkCOQcHeh0,3x1v32I3SZNvC7q7bDhcGm,0.543,0.307,0.0414,0.334,0.0,0.044,0.649,168.169
55,1BCrhGFWovLbzkCOQcHeh0,0N0q5D8KmH13mmODXJsJqS,0.407,0.706,0.0348,0.254,0.00693,0.125,0.54,164.022
56,1BCrhGFWovLbzkCOQcHeh0,2obblQ6tcePeOEVJV6nEGD,0.489,0.578,0.0418,0.234,0.0,0.123,0.511,78.111
57,1BCrhGFWovLbzkCOQcHeh0,0ofHAoxe9vBkTCp2UQIavz,0.828,0.492,0.0276,0.0644,0.00428,0.128,0.789,120.151
58,1BCrhGFWovLbzkCOQcHeh0,5e9TFTbltYBg2xThimr0rU,0.545,0.67,0.0496,0.009,0.000822,0.0451,0.481,151.553
59,1BCrhGFWovLbzkCOQcHeh0,2N4idqj9TT3HnH2OFT9j0v,0.709,0.496,0.0417,0.581,0.195,0.151,0.469,78.477
60,1BCrhGFWovLbzkCOQcHeh0,5QncRWdYkoEAOAm1ixXEEX,0.705,0.473,0.028,0.277,0.0037,0.107,0.425,100.005
