order,playlist_id,track_id,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo
61,1BCrhGFWovLbzkCOQcHeh0,5apLXOPbHUBjGL4PFZyHk8,0.701,0.249,0.0994,0.701,0.321,0.0968,0.0719,141.635
62,1BCrhGFWovLbzkCOQcHeh0,7uAL8lsESR9Nl03BzHlKhF,0.674,0.598,0.124,0.085,3.37e-05,0.0652,0.736,168.856
63,1BCrhGFWovLbzkCOQcHeh0,61au8r2wPFZVPhEG11bQTx,0.91,0.37,0.0413,0.302,0.00143,0.067,0.962,112.033
64,1BCrhGFWovLbzkCOQcHeh0,2cKH6blsLnE8oEEmAu34YB,0.721,0.698,0.0677,0.0395,0.0025,0.502,0.795,90.354
65,1BCrhGFWovLbzkCOQcHeh0,3SkKLZFgKIY0DKX5Vro5jV,0.59,0.697,0.0291,0.269,9.86e-05,0.0881,0.497,146.059
66,1BCrhGFWovLbzkCOQcHeh0,6mxTH1ebYmEQyWAbSY1LeG,0.697,0.736,0.0384,0.167,0.00878,0.124,0.42,120.0
67,1BCrhGFWovLbzkCOQcHeh0,0uEp9E98JB5awlA084uaIg,0.535,0.505,0.245,0.0393,0.0,0.0923,0.495,99.935
68,1BCrhGFWovLbzkCOQcHeh0,0LiLU0WMDjpqSnixcH4uDm,0.529,0.623,0.0484,0.161,0.524,0.117,0.242,118.012
69,1BCrhGFWovLbzkCOQcHeh0,1w29UTa5uUvIri2tWtZ12Y,0.862,0.642,0.101,0.102,0.0,0.272,0.765,99.201
70,1BCrhGFWovLbzkCOQcHeh0,4fCevXfseuEJRmPwmNnUZr,0.905,0.56,0.0505,0.343,0.125,0.0991,0.841,114.996
71,1BCrhGFWovLbzkCOQcHeh0,7qCZgvV98j6RjUULW1s1it,0.621,0.62,0.0293,0.459,0.162,0.0771,0.515,176.016
72,1BCrhGFWovLbzkCOQcHeh0,4Ri84aoor16uSkNtpAvPgQ,0.919,0.44,0.0689,0.173,0.00392,0.0681,0.369,114.972
73,1BCrhGFWovLbzkCOQcHeh0,7CFbh9XfJ40XaYWgCbYX3H,0.646,0.695,0.0545,0.513,0.00723,0.154,0.514,105.978
74,1BCrhGFWovLbzkCOQcHeh0,2NQ9wctQL5wPBE3KX32Y84,0.681,0.791,0.0258,0.00846,0.225,0.188,0.965,99.988
75,1BCrhGFWovLbzkCOQcHeh0,7iaTCBWqabZxPhb1HgndsN,0.684,0.805,0.0656,0.224,0.396,0.0794,0.691,90.04
76,1BCrhGFWovLbzkCOQcHeh0,2elnaPXB82wgWJFZop0TJq,0.773,0.693,0.046,0.456,0.215,0.102,0.838,109.975
77,1BCrhGFWovLbzkCOQcHeh0,3GdogCZTpPHBODiiEJbqQm,0.87,0.72,0.0413,0.17,0.0908,0.0686,0.832,92.006
0,1075UxtFqEwekT97NzkmUG,3weNRklVDqb4Rr5MhKBR3D,0.191,0.0582,0.0578,0.961,0.89,0.0941,0.0454,132.614
1,1075UxtFqEwekT97NzkmUG,0Dkibk70FDp6t7eOZNemNQ,0.231,0.0297,0.0579,0.991,0.878,0.0742,0.07,131.413
2,1075UxtFqEwekT97NzkmUG,1Bdgn4nmMlADRQ6DPJh7UM,0.23,0.0592,0.0445,0.989,0.941,0.0906,0.103,89.965
3,1075UxtFqEwekT97NzkmUG,0F3mlEgCIICCK4YimfuJgf,0.372,0.0714,0.0341,0.935,0.964,0.111,0.0666,101.06
4,1075UxtFqEwekT97NzkmUG,5NGtFXVpXSvwunEIGeviY3,0.468,0.0127,0.123,0.994,0.937,0.094,0.356,72.776
5,1075UxtFqEwekT97NzkmUG,7xEX406hnVXC7mDfkts2jc,0.578,0.194,0.0381,0.991,0.919,0.0545,0.0596,100.02
6,1075UxtFqEwekT97NzkmUG,6GFbXeuS5RwF0pgorEUkVu,0.459,0.0574,0.0505,0.992,0.861,0.09,0.114,132.045
7,1075UxtFqEwekT97NzkmUG,79YeTBqkUK0S6iDdulWCZb,0.601,0.0529,0.0386,0.992,0.92,0.0926,0.0392,114.935
8,1075UxtFqEwekT97NzkmUG,5LPxdWyFNb8TstBplZ3z5y,0.396,0.0575,0.0555,0.994,0.95,0.129,0.106,146.972
9,1075UxtFqEwekT97NzkmUG,6GG3mGhReBxKOWD3GIpOy8,0.523,0.136,0.047,0.982,0.939,0.0737,0.0384,139.977
10,1075UxtFqEwekT97NzkmUG,6KeXJbrg02axATKVgdW8am,0.225,0.124,0.0544,0.965,0.905,0.0937,0.0479,132.853
11,1075UxtFqEwekT97NzkmUG,25RzM7As1Id3Bc2SuzFjzD,0.23,0.0659,0.0399,0.888,0.923,0.094,0.127,155.964
12,1075UxtFqEwekT97NzkmUG,4XmCzeLAaBZvAKhX9tgTVo,0.401,0.0949,0.0583,0.985,0.883,0.0995,0.0293,103.858
13,1075UxtFqEwekT97NzkmUG,5u5aVJKjSMJr4zesMPz7bL,0.335,0.00532,0.0376,0.994,0.912,0.0621,0.0397,65.832
14,1075UxtFqEwekT97NzkmUG,4820SC1xnUaabzzYQTDkP2,0.424,0.00798,0.0496,0.996,0.925,0.0983,0.0794,124.166
15,1075UxtFqEwekT97NzkmUG,5ejWMiCeip2qBG7YgxulRt,0.303,0.0236,0.0387,0.993,0.893,0.059,0.0817,72.041
16,1075UxtFqEwekT97NzkmUG,46xC5pDq9vxl4JcHkb1QkX,0.393,0.0984,0.0445,0.984,0.921,0.122,0.139,96.939
17,1075UxtFqEwekT97NzkmUG,1p1i8i9oSThlvd3vpSPgIr,0.307,0.14,0.0319,0.982,0.92,0.0879,0.248,146.464
0,5OTubTZNJnnNg30CHzXj7l,3TvNcBtucVO8flCgst1ESc,0.797,0.781,0.116,0.0527,0.135,0.0889,0.814,129.985
1,5OTubTZNJnnNg30CHzXj7l,15ifyO8wYntwyXAptfxhKr,0.722,0.66,0.0538,0.05,0.000901,0.0907,0.906,129.727
2,5OTubTZNJnnNg30CHzXj7l,7v9Q0dAb9t7h8gJOkcJHay,0.874,0.437,0.0708,0.00134,0.0296,0.0293,0.962,117.791
3,5OTubTZNJnnNg30CHzXj7l,0uqvSVhGgQTIdj9G51vhvv,0.791,0.658,0.0445,0.00653,0.0,0.0472,0.842,120.066
4,5OTubTZNJnnNg30CHzXj7l,2PzCOP5Aj9SABiBgNEZ52G,0.747,0.492,0.04,0.0163,0.00897,0.224,0.533,119.531
5,5OTubTZNJnnNg30CHzXj7l,2goLsvvODILDzeeiT4dAoR,0.652,0.917,0.0548,0.0082,0.0,0.0509,0.459,132.975
6,5OTubTZNJnnNg30CHzXj7l,38spM0LahLUfQhOMAqA7AI,0.864,0.682,0.386,0.208,5.27e-06,0.1,0.268,115.012
7,5OTubTZNJnnNg30CHzXj7l,3FM33HqRlV7J1QJoPOnd2u,0.591,0.831,0.0415,0.0605,4.67e-05,0.19,0.705,144.084
8,5OTubTZNJnnNg30CHzXj7l,35kyKr5ArvTnFlldwR7JAD,0.747,0.904,0.0803,0.046,0.106,0.203,0.846,118.877
9,5OTubTZNJnnNg30CHzXj7l,40QPoAAKKMwPms6I6FHJqy,0.84,0.654,0.0621,0.08,0.000259,0.063,0.841,125.68
10,5OTubTZNJnnNg30CHzXj7l,3zl2GidKTBuQXKjtqX7dwP,0.734,0.908,0.0654,0.00499,0.000428,0.0372,0.839,126.028
11,5OTubTZNJnnNg30CHzXj7l,60xaS8mYBKUW4VQQ666N0T,0.704,0.777,0.195,0.0358,0.0,0.151,0.392,111.921
12,5OTubTZNJnnNg30CHzXj7l,46eu3SBuFCXWsPT39Yg3tJ,0.878,0.821,0.089,0.126,0.0461,0.183,0.947,118.881
13,5OTubTZNJnnNg30CHzXj7l,5YnKmPZytgkywuHktntXDV,0.64,0.989,0.0708,0.00328,2.07e-06,0.364,0.49,142.024
14,5OTubTZNJnnNg30CHzXj7l,4DEakFTIhXT6JFyCsQUffd,0.688,0.925,0.0366,0.1,0.0,0.0401,0.623,123.984
15,5OTubTZNJnnNg30CHzXj7l,22UDw8rSfLbUsaAGTXQ4Z8,0.727,0.729,0.326,0.171,0.0,0.07,0.512,117.932
16,5OTubTZNJnnNg30CHzXj7l,1i2ZI3tXuJUEjCY6zF3G9w,0.684,0.659,0.18,0.216,3.16e-05,0.0674,0.921,111.393
17,5OTubTZNJnnNg30CHzXj7l,6e8Ou0wiqAzIpWb2eSxll8,0.877,0.534,0.15,0.0339,1.67e-05,0.0441,0.89,108.17
18,5OTubTZNJnnNg30CHzXj7l,1AWQoqb9bSvzTjaLralEkT,0.892,0.714,0.141,0.201,0.000234,0.0521,0.817,100.972
19,5OTubTZNJnnNg30CHzXj7l,2bLqfJjuC5syrsgDsZfGmn,0.731,0.807,0.1,0.181,0.751,0.319,0.765,114.759
20,5OTubTZNJnnNg30CHzXj7l,1ohbjkuczl6hEoYEo931PH,0.759,0.822,0.0367,0.00136,0.0167,0.131,0.94,124.713
0,78f51zHJQpov4NLE3za97t,1prRgvsF1hNFw84SuUnCCZ,0.595,0.658,0.0233,0.208,6.81e-05,0.0944,0.714,98.931
1,78f51zHJQpov4NLE3za97t,2n2Q8emLreMSj6qi5AytfY,0.491,0.506,0.0345,0.464,0.124,0.185,0.174,120.309
2,78f51zHJQpov4NLE3za97t,0jjGd0A09xnUACcQypbyVU,0.614,0.495,0.0446,0.72,0.00619,0.0786,0.877,92.384
3,78f51zHJQpov4NLE3za97t,6QWE5mVCTKkViVIFHFBlgz,0.72,0.776,0.072,0.625,0.0143,0.06,0.703,103.405
4,78f51zHJQpov4NLE3za97t,3ATo60fpicfxwZ0daRatlU,0.814,0.422,0.0489,0.606,0.00405,0.139,0.378,124.998
5,78f51zHJQpov4NLE3za97t,60ji00aSJqv0njEk9RI2LD,0.82,0.633,0.0745,0.129,0.0,0.0972,0.716,116.622
6,78f51zHJQpov4NLE3za97t,0eVnhQNFTRZXOIhHZNLX85,0.317,0.318,0.0279,0.458,0.465,0.073,0.503,60.247
7,78f51zHJQpov4NLE3za97t,0cBr3OsWXW3g8VrRRsHi80,0.739,0.759,0.0442,0.0185,0.317,0.0987,0.464,109.82
8,78f51zHJQpov4NLE3za97t,18nN7I09D0ZVCmdiTsRWSN,0.718,0.559,0.101,0.802,0.0122,0.364,0.831,87.578
9,78f51zHJQpov4NLE3za97t,399Hm1oqfzzQaZRu3CtVMb,0.492,0.743,0.135,0.461,0.0,0.0797,0.774,84.929
10,78f51zHJQpov4NLE3za97t,5vgnYVV4V2kEFYCeKdtYRW,0.774,0.458,0.0415,0.769,0.0116,0.0916,0.547,106.345
11,78f51zHJQpov4NLE3za97t,5RZ4cOFp67ylApthXlIqSM,0.563,0.797,0.0358,0.0681,0.00107,0.0906,0.851,152.956
12,78f51zHJQpov4NLE3za97t,6T9WnnoZCSVZT3AznFlkV5,0.704,0.278,0.0473,0.954,0.0858,0.111,0.558,94.951
13,78f51zHJQpov4NLE3za97t,5uM2TbV57PabdmqUTJa1pG,0.553,0.871,0.0381,0.679,0.0236,0.106,0.956,93.64
14,78f51zHJQpov4NLE3za97t,1V1taPaEp2dntrUKCAnnw5,0.327,0.674,0.0415,0.0814,1.57e-05,0.0758,0.564,148.399
15,78f51zHJQpov4NLE3za97t,3BpiaGyTIb7VIoAYbvSzTH,0.536,0.766,0.0522,0.0539,0.0051,0.292,0.758,87.893
16,78f51zHJQpov4NLE3za97t,6U03Orwr5Dxt8jahLnQpYV,0.512,0.511,0.03,0.662,0.000199,0.209,0.589,89.499
17,78f51zHJQpov4NLE3za97t,3QKJELWORZZ7rUZDWeMWSA,0.653,0.319,0.0364,0.439,0.0,0.0906,0.845,147.858
18,78f51zHJQpov4NLE3za97t,4iNgXqTD2uux9GH4lTnNaN,0.454,0.441,0.0286,0.303,0.000524,0.104,0.817,95.7
19,78f51zHJQpov4NLE3za97t,5QfKhwp1kMBkAqtlPpeNOF,0.767,0.552,0.052,0.127,0.618,0.0784,0.69,111.998
20,78f51zHJQpov4NLE3za97t,6d4KqeYESkFHMirUgE1Aa3,0.658,0.741,0.0572,0.0443,0.00128,0.0603,0.928,103.283
21,78f51zHJQpov4NLE3za97t,1T4MoETA6e8i5aFi6FVXEY,0.504,0.694,0.0548,0.316,0.013,0.646,0.655,98.51
22,78f51zHJQpov4NLE3za97t,7rud54XCjLv3AQbaUAtxU1,0.484,0.81,0.0377,0.626,0.000283,0.11,0.422,144.454
23,78f51zHJQpov4NLE3za97t,6GavAPHYA7OdbJP7EQOFxI,0.787,0.86,0.109,0.222,0.0,0.278,0.831,113.285
24,78f51zHJQpov4NLE3za97t,75agN5R0pxJxG4RZ3StZM8,0.811,0.756,0.0878,0.0585,0.000673,0.0702,0.791,112.406
25,78f51zHJQpov4NLE3za97t,2wCu7gCFE54RMUo3KuEBp4,0.654,0.867,0.258,0.511,0.156,0.666,0.964,125.75
26,78f51zHJQpov4NLE3za97t,2koS4fD3kzizdnzWzyrxyT,0.879,0.495,0.0765,0.538,0.000333,0.0827,0.802,102.652
27,78f51zHJQpov4NLE3za97t,2GEKAhY3g7aRlpidLrqe6W,0.751,0.648,0.105,0.0531,0.128,0.0936,0.724,95.963
28,78f51zHJQpov4NLE3za97t,3hfPSVSmYMJmyOVspUVRUD,0.55,0.337,0.346,0.863,0.00161,0.113,0.295,190.212
29,78f51zHJQpov4NLE3za97t,2m4AKjV0OBfSft7YYh8y5x,0.552,0.431,0.0352,0.384,0.352,0.237,0.643,84.312
30,78f51zHJQpov4NLE3za97t,0nbLHPYB1EYtCijjVSqlao,0.407,0.184,0.0337,0.808,0.0415,0.536,0.0841,93.092
31,78f51zHJQpov4NLE3za97t,4He9bNEbK9Au82pcbCZumy,0.824,0.593,0.0485,0.0614,0.00103,0.19,0.859,111.97
32,78f51zHJQpov4NLE3za97t,2Pt5F1fTXgF7yJvZH4J8Tk,0.87,0.628,0.0499,0.424,0.119,0.1,0.865,115.01
33,78f51zHJQpov4NLE3za97t,59HAcR0hVejI7Od0kgibFg,0.511,0.579,0.0872,0.577,0.0,0.139,0.526,116.13
34,78f51zHJQpov4NLE3za97t,4ivH1TtQELnn9KEtszWfYI,0.718,0.73,0.0292,0.54,0.0137,0.147,0.729,122.904
35,78f51zHJQpov4NLE3za97t,22sG77yM0PrgIpbVKZ40yY,0.491,0.576,0.0858,0.0306,0.00162,0.0757,0.414,114.057
36,78f51zHJQpov4NLE3za97t,167NF5BT2JUVb8RqqCTDQg,0.842,0.654,0.0544,0.011,0.00664,0.043,0.971,128.971
0,2uALaytMK4tGbTH0pvVazf,4Rlo7NPApLjjoEefxzDpVG,0.356,0.67,0.0324,0.467,0.000106,0.288,0.117,135.032
1,2uALaytMK4tGbTH0pvVazf,7kpYvT7rc1PstHASHqokXo,0.55,0.452,0.0738,0.317,5.98e-06,0.726,0.25,78.143
2,2uALaytMK4tGbTH0pvVazf,6CKoWCWAqEVWVjpeoJXyNH,0.537,0.373,0.0331,0.691,0.000915,0.083,0.244,83.936
3,2uALaytMK4tGbTH0pvVazf,3NsuucK8qXpIJf7KPZX7vq,0.895,0.109,0.0996,0.534,0.549,0.106,0.546,134.067
4,2uALaytMK4tGbTH0pvVazf,0Ag44k4hdnKUe4bU4E4qne,0.314,0.293,0.0308,0.884,2.6e-05,0.0788,0.22,123.013
5,2uALaytMK4tGbTH0pvVazf,4QeJJXqKtMDFYMWhcvwdMU,0.68,0.538,0.0408,0.000689,0.83,0.0765,0.0994,139.007
6,2uALaytMK4tGbTH0pvVazf,4L2c5iIVqb10OlI2mdkrkf,0.418,0.555,0.0452,0.791,7.11e-06,0.0707,0.103,124.947
7,2uALaytMK4tGbTH0pvVazf,36AlMHDBFwSsD3FQOy1R81,0.587,0.133,0.0565,0.186,2.26e-05,0.258,0.068,102.938
8,2uALaytMK4tGbTH0pvVazf,3REPEslblSsgtY427PdubY,0.507,0.852,0.146,0.00597,0.00711,0.306,0.439,115.43
9,2uALaytMK4tGbTH0pvVazf,3iGtu69TVhOuGVZY6PXcza,0.783,0.648,0.327,0.292,0.0,0.122,0.682,166.567
10,2uALaytMK4tGbTH0pvVazf,63d2bgv1B4yWFmhCs2TovX,0.462,0.714,0.12,0.164,4.61e-06,0.414,0.714,96.985
11,2uALaytMK4tGbTH0pvVazf,1OzqCZabn8vRI4otj89ZQQ,0.361,0.366,0.036,0.836,0.000174,0.226,0.559,79.954
12,2uALaytMK4tGbTH0pvVazf,7cKLOenzViwzoHJWciMIrj,0.722,0.605,0.153,0.825,0.0178,0.248,0.709,165.998
13,2uALaytMK4tGbTH0pvVazf,48zUFsio0IV0KQxnpqAaEm,0.691,0.157,0.157,0.00726,0.666,0.17,0.201,101.466
14,2uALaytMK4tGbTH0pvVazf,18bZGZU0wZ2lV1SEDoXqqr,0.463,0.553,0.0465,0.573,3.66e-05,0.315,0.715,100.608
15,2uALaytMK4tGbTH0pvVazf,6AvtRMA6AzFNYZ3qEMYpch,0.767,0.686,0.0461,0.0681,0.91,0.111,0.565,114.07
16,2uALaytMK4tGbTH0pvVazf,6iNncT0HlEZNVoBQbFrdLs,0.785,0.855,0.0678,0.00842,0.00222,0.148,0.805,123.664
17,2uALaytMK4tGbTH0pvVazf,0K3Dem9aRwRG9DVo0W2T3o,0.714,0.331,0.0983,0.186,0.0889,0.0725,0.747,180.647
18,2uALaytMK4tGbTH0pvVazf,7urjzeGBtfHdwWmfYJjdAp,0.454,0.206,0.0333,0.885,0.000108,0.067,0.336,167.169
19,2uALaytMK4tGbTH0pvVazf,0EdYLCHThvtSmze7iEqlEN,0.52,0.165,0.0429,0.958,0.904,0.226,0.115,113.999
20,2uALaytMK4tGbTH0pvVazf,7wEGeUzpPNnHKfOtSgYjG4,0.678,0.695,0.0284,0.181,0.635,0.0459,0.937,102.511
21,2uALaytMK4tGbTH0pvVazf,6TiCkACNmrC80bCJ3K2a4U,0.638,0.449,0.0531,0.225,0.0,0.121,0.608,134.993
22,2uALaytMK4tGbTH0pvVazf,2MZSXhq4XDJWu6coGoXX1V,0.558,0.0259,0.0458,0.996,0.871,0.0969,0.37,157.811
23,2uALaytMK4tGbTH0pvVazf,1C8rYFLZu5QFSN6KV18Q4E,0.458,0.54,0.027,0.715,0.000428,0.115,0.657,142.218
24,2uALaytMK4tGbTH0pvVazf,6aNrPJHozNew4k9T1ZMM5x,0.556,0.227,0.0748,0.91,8.84e-06,0.228,0.394,138.388
25,2uALaytMK4tGbTH0pvVazf,6k1NlbXRqTu51DiDJ7Mwwf,0.491,0.609,0.0461,0.529,0.00838,0.426,0.614,90.09
26,2uALaytMK4tGbTH0pvVazf,2yOm4lN7aTygtXanJFNFWU,0.571,0.232,0.0699,0.604,0.000246,0.119,0.207,128.785
27,2uALaytMK4tGbTH0pvVazf,7jhHtBvrNNdVixB7EYO1aE,0.63,0.442,0.0267,0.567,0.832,0.535,0.607,114.196
28,2uALaytMK4tGbTH0pvVazf,5uFfIoiIGHxiYwxKLl5dfF,0.521,0.505,0.0344,0.646,0.118,0.266,0.419,90.942
29,2uALaytMK4tGbTH0pvVazf,5p3JunprHCxClJjOmcLV8G,0.575,0.318,0.109,0.683,0.000202,0.0934,0.385,104.522
30,2uALaytMK4tGbTH0pvVazf,01gDLZsi0j5fWC28FLPNO8,0.584,0.975,0.0651,0.141,0.501,0.101,0.876,138.341
31,2uALaytMK4tGbTH0pvVazf,1qfDfZAvrkSAFrAR2FTQDv,0.731,0.312,0.0878,0.593,1.69e-06,0.111,0.578,82.366
32,2uALaytMK4tGbTH0pvVazf,1Ah2XT5vP7kZxS0iXuitik,0.534,0.69,0.0635,0.273,0.00501,0.654,0.763,95.905
33,2uALaytMK4tGbTH0pvVazf,5cDylrPWlV0A3XbX5fRTrd,0.688,0.411,0.0498,0.308,5.11e-06,0.0686,0.864,80.699
34,2uALaytMK4tGbTH0pvVazf,428Pr1wkAglLvbIlYTvlGt,0.535,0.452,0.0361,0.754,0.0,0.0631,0.7,79.075
35,2uALaytMK4tGbTH0pvVazf,2mTyh3nBpLJZBTb3M6nVzP,0.397,0.24,0.0363,0.52,0.494,0.0954,0.372,71.951
36,2uALaytMK4tGbTH0pvVazf,3CHJFleuQ0dwzc2tzKmTYj,0.663,0.444,0.0338,0.274,0.659,0.388,0.2,122.974
37,2uALaytMK4tGbTH0pvVazf,495kO2LJ7wfly285S2CBzj,0.379,0.633,0.0324,0.797,0.578,0.102,0.806,145.956
38,2uALaytMK4tGbTH0pvVazf,2JdM4xPoCuHrMzOGQrMUBj,0.714,0.338,0.0456,0.93,0.00644,0.389,0.667,128.386
39,2uALaytMK4tGbTH0pvVazf,0Qlbpljv5ZRlxRaYYnsvih,0.665,0.488,0.0938,0.415,2.9e-05,0.0642,0.669,99.311
40,2uALaytMK4tGbTH0pvVazf,7nRSTcH6T27wJmOiVldADh,0.62,0.291,0.0567,0.59,0.000104,0.0665,0.187,120.02
41,2uALaytMK4tGbTH0pvVazf,5zxcgHLBCmv6LzKOEL1Wx2,0.433,0.259,0.0364,0.88,2.24e-06,0.17,0.367,80.972
42,2uALaytMK4tGbTH0pvVazf,4RM7uN7fVEe89rt0f3NzcD,0.754,0.666,0.0461,0.445,0.00454,0.0806,0.75,156.571
43,2uALaytMK4tGbTH0pvVazf,3xBGFVU2b2PV556Q3ebsQH,0.377,0.387,0.029,0.89,0.427,0.108,0.644,149.126
44,2uALaytMK4tGbTH0pvVazf,3tuDCFSxG2W6XIJKhS0hcX,0.568,0.042,0.0384,0.936,0.832,0.104,0.407,119.051
45,2uALaytMK4tGbTH0pvVazf,7wf7NTTnSbWVkvDChqKFup,0.455,0.332,0.0696,0.911,0.0,0.138,0.806,144.674
46,2uALaytMK4tGbTH0pvVazf,5qozjIGFHytYn4ugwCoX0R,0.559,0.488,0.0301,0.557,0.0621,0.0848,0.624,121.924
47,2uALaytMK4tGbTH0pvVazf,1C8RHwk3q455M7hpihnzJJ,0.408,0.554,0.0268,0.84,0.000266,0.171,0.49,171.512
